Date,"Total Users","Full Members",Guests,"Daily Active Users","Daily Users Posting Messages","Weekly Active Users","Weekly Users Posting Messages","Messages in Public Channels","Messages in Private Channels","Messages in Shared Channels","Messages in DMs","% of Messages Posted in Public Channels","% of Messages Posted in Private Channels","% of Messages Posted in DMs","% of Messages Read in Public Channels","% of Messages Read in Private Channels","% of Messages Read in DMs","Files Uploaded","Messages from Users",Name,"Public Workspace Channels","Messages Posted","Messages from Apps"
2018-05-06,816,816,0,362,137,616,509,72,128,0,1173,0.0524,0.0932,0.8543,0.2497,0.2489,0.5014,36,1373,0,277,2057284,0
2018-05-07,816,816,0,525,425,619,522,777,4307,0,11457,0.047,0.2604,0.6926,0.1246,0.5551,0.3203,210,16541,0,279,2074925,1
2018-05-08,819,819,0,556,443,614,524,788,5548,0,12289,0.0423,0.2979,0.6598,0.1271,0.5814,0.2915,234,18625,0,276,2094896,0
2018-05-09,822,822,0,563,436,624,512,679,5051,0,11950,0.0384,0.2857,0.6759,0.1278,0.5496,0.3225,220,17680,0,276,2112669,1
2018-05-10,827,827,0,568,435,629,522,1053,4508,0,12150,0.0595,0.2545,0.686,0.1406,0.5634,0.296,233,17711,0,287,2131335,2
2018-05-11,826,826,0,527,428,634,521,564,3795,0,10544,0.0378,0.2546,0.7075,0.1596,0.4949,0.3455,152,14903,0,293,2146913,5
2018-05-12,826,826,0,426,202,631,524,181,333,0,2480,0.0605,0.1112,0.8283,0.2362,0.2505,0.5133,37,2994,0,295,2149891,0
2018-05-13,826,826,0,335,121,629,525,63,113,0,889,0.0592,0.1061,0.8347,0.331,0.1912,0.4778,21,1065,0,295,2150651,1
2018-05-14,830,830,0,507,419,630,524,814,4403,0,10384,0.0522,0.2822,0.6656,0.1186,0.5841,0.2973,162,15601,0,296,2167320,2
2018-05-15,838,838,0,529,431,635,526,688,3974,0,13226,0.0385,0.2222,0.7394,0.1484,0.51,0.3415,193,17888,0,298,2186262,2
2018-05-16,841,841,0,525,432,624,523,468,4533,0,13979,0.0247,0.2388,0.7365,0.0964,0.532,0.3716,166,18980,0,300,2206354,14
2018-05-17,842,842,0,563,410,623,513,623,4502,0,10999,0.0386,0.2792,0.6822,0.1149,0.5535,0.3317,184,16124,0,300,2224044,2
2018-05-18,849,849,0,532,419,626,512,395,3088,0,9810,0.0297,0.2323,0.738,0.1095,0.5169,0.3736,144,13293,0,302,2238338,3
2018-05-19,849,849,0,409,183,626,508,130,233,0,1906,0.0573,0.1027,0.84,0.2293,0.2313,0.5395,30,2269,0,303,2240594,0
2018-05-20,850,850,0,342,121,630,507,41,76,0,1176,0.0317,0.0588,0.9095,0.304,0.1711,0.525,30,1293,0,303,2241925,0
2018-05-21,853,853,0,514,400,637,513,508,4425,0,10938,0.032,0.2788,0.6892,0.092,0.5752,0.3329,130,15871,0,303,2258971,1
2018-05-22,858,858,0,518,395,638,507,573,3468,0,11643,0.0365,0.2211,0.7423,0.1066,0.4951,0.3983,159,15684,0,300,2276197,0
2018-05-23,863,863,0,573,425,647,505,882,3302,0,11025,0.058,0.2171,0.7249,0.1907,0.4837,0.3256,189,15209,0,303,2292697,2
2018-05-24,868,868,0,558,409,651,508,689,3267,0,10926,0.0463,0.2195,0.7342,0.1431,0.4751,0.3818,178,14882,0,302,2309008,0
2018-05-25,870,870,0,535,409,642,500,453,3650,0,10659,0.0307,0.2473,0.7221,0.1166,0.5267,0.3567,125,14762,0,302,2324991,0
2018-05-26,874,874,0,403,183,645,506,63,181,0,1416,0.038,0.109,0.853,0.2536,0.2426,0.5039,38,1660,0,304,2326796,0
2018-05-27,876,876,0,331,115,647,508,27,50,0,1117,0.0226,0.0419,0.9355,0.1931,0.1753,0.6316,12,1194,0,304,2327781,0
2018-05-28,877,877,0,406,154,647,501,47,233,0,1575,0.0253,0.1256,0.8491,0.1978,0.3069,0.4953,6,1855,0,304,2330112,1
2018-05-29,878,878,0,525,405,646,502,525,3448,0,9710,0.0384,0.252,0.7096,0.1126,0.5303,0.3571,120,13683,0,304,2345068,1
2018-05-30,887,887,0,575,430,647,508,1037,3408,0,13135,0.059,0.1939,0.7472,0.1985,0.4246,0.3769,124,17580,0,304,2364141,1
2018-05-31,896,896,0,582,428,647,525,890,3409,0,11332,0.0569,0.2181,0.725,0.1791,0.4544,0.3665,156,15631,0,310,2381906,6
2018-06-01,897,897,0,556,439,656,546,1027,3784,0,13320,0.0566,0.2087,0.7347,0.1913,0.4238,0.3849,231,18131,0,312,2399756,0
2018-06-02,898,898,0,455,204,654,545,371,273,0,2850,0.1062,0.0781,0.8157,0.4135,0.1627,0.4238,91,3494,0,312,2403203,2
2018-06-03,898,898,0,343,127,654,546,145,87,0,917,0.1262,0.0757,0.7981,0.4504,0.1414,0.4082,28,1149,0,313,2404273,0
2018-06-04,900,899,1,543,401,670,557,422,3806,0,11202,0.0273,0.2467,0.726,0.1024,0.5728,0.3248,224,15430,0,315,2420624,0
2018-06-05,900,899,1,560,407,676,562,451,3522,0,12140,0.028,0.2186,0.7534,0.1263,0.4868,0.3869,280,16113,0,316,2437832,1
2018-06-06,903,902,1,554,409,678,557,696,4100,0,14796,0.0355,0.2093,0.7552,0.1028,0.5077,0.3895,200,19592,0,320,2458368,5
2018-06-07,911,910,1,541,416,667,538,456,5254,0,13286,0.024,0.2766,0.6994,0.0812,0.5543,0.3644,265,18996,0,322,2478351,0
2018-06-08,911,909,2,590,414,676,548,389,4002,0,11446,0.0246,0.2527,0.7227,0.1733,0.4858,0.3409,252,15837,0,324,2494410,0
2018-06-09,912,910,2,466,227,676,546,165,490,0,2709,0.049,0.1457,0.8053,0.2398,0.2849,0.4753,58,3364,0,326,2497949,1
2018-06-10,915,913,2,400,172,680,546,84,180,0,2990,0.0258,0.0553,0.9189,0.2106,0.1702,0.6191,49,3254,0,326,2501388,0
2018-06-11,913,911,2,573,456,682,555,967,6063,0,15702,0.0425,0.2667,0.6907,0.1098,0.5735,0.3166,264,22732,0,333,2523649,0
2018-06-12,914,912,2,598,474,684,567,1068,5128,0,12696,0.0565,0.2714,0.672,0.1533,0.535,0.3117,256,18892,0,335,2543459,3
2018-06-13,915,913,2,603,467,686,568,1286,4559,0,14710,0.0626,0.2218,0.7156,0.2131,0.4475,0.3394,336,20555,0,337,2565074,1
2018-06-14,913,911,2,567,462,685,567,1046,4510,0,13925,0.0537,0.2315,0.7148,0.1626,0.4912,0.3463,318,19481,0,342,2585696,0
2018-06-15,912,910,2,592,465,688,564,872,3016,0,12830,0.0522,0.1804,0.7674,0.2377,0.3748,0.3875,282,16718,0,342,2603130,0
2018-06-16,913,911,2,520,234,687,562,266,274,0,2162,0.0984,0.1014,0.8001,0.4621,0.1724,0.3655,47,2702,0,342,2605971,1
2018-06-17,915,913,2,380,146,684,560,179,94,0,1680,0.0917,0.0481,0.8602,0.3734,0.1285,0.4981,44,1953,0,342,2607988,3
2018-06-18,919,917,2,554,446,678,561,813,4282,0,12753,0.0456,0.2399,0.7145,0.1164,0.5334,0.3502,253,17848,0,343,2626851,4
2018-06-19,924,922,2,567,459,681,559,1002,3903,0,12004,0.0593,0.2308,0.7099,0.1616,0.4997,0.3387,254,16909,0,347,138977,2
2018-06-20,936,934,2,589,459,687,554,826,3955,0,12598,0.0475,0.2276,0.7249,0.1617,0.5221,0.3162,261,17379,0,347,2663307,0
2018-06-21,942,940,2,610,439,703,558,779,3356,0,13363,0.0445,0.1918,0.7637,0.1579,0.5028,0.3393,257,17498,0,347,2681213,2
2018-06-22,950,948,2,600,450,703,561,468,3057,0,12972,0.0284,0.1853,0.7863,0.1487,0.4629,0.3884,200,16497,0,349,2698553,3
2018-06-23,952,950,2,533,222,699,564,197,165,0,3165,0.0559,0.0468,0.8974,0.3462,0.1862,0.4676,37,3527,0,349,2702208,0
2018-06-24,952,950,2,378,136,698,560,151,74,0,1902,0.071,0.0348,0.8942,0.292,0.1902,0.5179,25,2127,0,349,2704420,0
2018-06-25,957,955,2,589,439,711,562,728,3375,0,11501,0.0467,0.2163,0.7371,0.1767,0.5263,0.297,201,15604,0,350,2721009,1
2018-06-26,961,959,2,592,431,716,557,1007,3597,0,14371,0.0531,0.1896,0.7574,0.1623,0.5438,0.2939,320,18975,0,352,2741218,2
2018-06-27,966,963,3,626,429,725,550,963,2953,0,11994,0.0605,0.1856,0.7539,0.2169,0.489,0.2941,234,15910,0,351,2758043,1
2018-06-28,966,963,3,624,437,721,547,864,3122,0,12359,0.0529,0.191,0.7561,0.2133,0.5012,0.2855,224,16345,0,350,2775492,1
2018-06-29,968,965,3,611,455,718,544,781,3772,7,15484,0.039,0.1883,0.7728,0.2293,0.464,0.3067,238,20037,0,354,2796260,5
2018-06-30,969,966,3,485,245,715,543,231,374,3,3243,0.06,0.0972,0.8428,0.3337,0.1653,0.501,91,3848,0,354,2800279,1
2018-07-01,971,968,3,380,161,717,542,285,238,0,1607,0.1338,0.1117,0.7545,0.3756,0.1828,0.4417,30,2130,0,355,2802455,2
2018-07-02,972,969,3,509,291,717,538,474,1547,0,7316,0.0508,0.1657,0.7835,0.2895,0.2371,0.4734,147,9337,0,357,2812555,1
2018-07-03,978,975,3,505,284,719,537,931,2692,4,9802,0.0693,0.2005,0.7301,0.4166,0.2117,0.3717,285,13425,0,357,2826799,1
2018-07-04,980,977,3,430,177,714,531,135,182,0,1624,0.0696,0.0938,0.8367,0.3832,0.2308,0.3859,64,1941,0,358,2828923,0
2018-07-05,981,978,3,427,162,709,516,142,366,1,3291,0.0374,0.0963,0.8663,0.2701,0.2535,0.4764,75,3799,0,357,2833392,2
2018-07-06,983,980,3,452,184,684,419,181,484,0,3548,0.043,0.1149,0.8422,0.268,0.2735,0.4584,64,4213,0,357,2837902,0
2018-07-07,983,980,3,370,152,656,401,99,251,0,1473,0.0543,0.1377,0.808,0.3536,0.2483,0.3981,32,1823,0,357,2839852,1
2018-07-08,990,987,3,368,138,664,406,114,166,0,1801,0.0548,0.0798,0.8654,0.2949,0.2029,0.5021,34,2081,0,357,2841859,0
2018-07-09,991,988,3,582,432,695,495,586,4261,0,12520,0.0337,0.2454,0.7209,0.1342,0.6082,0.2577,263,17367,0,360,2860354,4
2018-07-10,993,990,3,650,445,716,517,916,3595,1,13673,0.0504,0.1977,0.7519,0.2265,0.5055,0.268,276,18184,0,360,2879642,2
2018-07-11,1000,996,4,594,439,726,530,1000,3326,0,13216,0.057,0.1896,0.7534,0.1886,0.5356,0.2759,244,17542,0,359,2898075,2
2018-07-12,1012,1009,3,616,451,755,551,874,3986,0,14801,0.0445,0.2027,0.7528,0.171,0.5535,0.2755,296,19661,0,360,2918936,3
2018-07-13,977,974,3,621,460,768,568,505,3364,0,15703,0.0258,0.1719,0.8023,0.1617,0.5056,0.3327,214,19572,0,362,2939368,0
2018-07-14,978,975,3,580,308,781,604,282,806,1,5463,0.043,0.123,0.8339,0.1837,0.4881,0.3281,83,6551,0,363,2946158,3
2018-07-15,979,976,3,457,196,785,615,281,178,2,2685,0.0894,0.0566,0.854,0.3712,0.2281,0.4007,22,3144,0,363,2949196,0
2018-07-16,987,983,4,631,473,788,629,594,5157,1,12226,0.033,0.2869,0.6801,0.1504,0.6529,0.1967,255,17977,0,364,2968224,0
2018-07-17,990,985,5,663,509,783,640,853,5637,0,15697,0.0384,0.2541,0.7075,0.1076,0.6961,0.1963,293,22187,0,367,2991289,2
2018-07-18,997,992,5,678,533,786,649,1192,5013,0,12541,0.0636,0.2674,0.669,0.1602,0.6382,0.2016,292,18746,0,367,3010817,3
2018-07-19,997,992,5,694,534,789,662,582,6318,0,12698,0.0297,0.3224,0.6479,0.0936,0.7281,0.1782,294,19598,0,368,3031251,3
2018-07-20,1003,998,5,687,546,794,680,1161,3880,0,11416,0.0705,0.2358,0.6937,0.1701,0.6096,0.2203,260,16457,0,371,3048649,4
2018-07-21,1003,998,5,598,338,790,682,448,798,0,5562,0.0658,0.1172,0.817,0.2423,0.3634,0.3943,127,6808,0,372,3055744,0
2018-07-22,1004,999,5,481,229,784,680,207,261,0,3363,0.054,0.0681,0.8778,0.3384,0.212,0.4496,169,3831,0,375,3059713,0
2018-07-23,1008,1004,4,676,547,791,687,782,5375,0,14108,0.0386,0.2652,0.6962,0.1409,0.6468,0.2122,273,20265,0,373,3080705,0
2018-07-24,1011,1007,4,709,586,794,695,1009,5416,0,13533,0.0506,0.2714,0.6781,0.1552,0.6503,0.1945,377,19958,0,375,3101780,2
2018-07-25,1014,1010,4,695,575,792,692,1272,5388,0,15929,0.0563,0.2385,0.7052,0.1556,0.6077,0.2367,387,22589,0,376,3125324,1
2018-07-26,1014,1010,4,708,577,796,693,1228,6147,0,16780,0.0508,0.2545,0.6947,0.1623,0.6328,0.205,358,24155,0,377,3150632,3
2018-07-27,1012,1008,4,686,581,800,686,1359,4083,0,15245,0.0657,0.1974,0.7369,0.1711,0.5646,0.2643,328,20687,0,376,3172466,1
2018-07-28,1012,1008,4,568,288,795,686,631,553,0,3892,0.1243,0.1089,0.7667,0.3072,0.4228,0.27,47,5076,0,376,3177608,0
2018-07-29,1012,1008,4,451,168,793,687,120,137,0,1940,0.0546,0.0624,0.883,0.3045,0.2109,0.4846,27,2197,0,377,3179018,0
2018-07-30,1007,1003,4,692,507,792,691,780,4616,0,11823,0.0453,0.2681,0.6866,0.1554,0.6192,0.2254,278,17219,0,377,3196986,0
2018-07-31,1006,1002,4,700,593,786,686,1022,5760,0,15357,0.0462,0.2602,0.6937,0.1258,0.6655,0.2087,295,22139,0,377,3220082,3
2018-08-01,1007,1003,4,705,574,788,692,1266,4896,0,15987,0.0572,0.221,0.7218,0.1498,0.5892,0.2611,424,22149,0,377,3243273,0
2018-08-02,1008,1004,4,720,571,790,687,1187,5365,0,16046,0.0525,0.2374,0.7101,0.176,0.6081,0.2159,319,22598,0,384,3266751,2
2018-08-03,1008,1004,4,699,591,790,690,1162,3914,0,15289,0.0571,0.1922,0.7507,0.2023,0.5066,0.2911,322,20365,0,386,3288171,2
2018-08-04,1009,1005,4,574,303,791,688,365,626,0,4641,0.0648,0.1112,0.824,0.3088,0.2983,0.3929,118,5632,0,386,3294159,1
2018-08-05,1008,1004,4,467,193,792,687,212,255,0,1770,0.0948,0.114,0.7912,0.4189,0.2298,0.3513,53,2237,0,385,3296391,0
2018-08-06,1014,1010,4,713,507,804,689,820,4609,0,13848,0.0425,0.2391,0.7184,0.1665,0.5941,0.2393,281,19277,0,387,3316499,0
2018-08-07,1019,1015,4,739,589,813,688,1145,6108,0,15503,0.0503,0.2684,0.6813,0.1529,0.6493,0.1978,349,22756,0,389,3336772,1
2018-08-08,1024,1020,4,752,589,819,691,1091,4920,0,14227,0.0539,0.2431,0.703,0.1974,0.5777,0.225,438,20238,0,391,3358109,2
2018-08-09,1032,1028,4,719,587,825,699,1025,5435,0,13876,0.0504,0.2673,0.6823,0.1538,0.643,0.2032,404,20336,0,393,3379632,2
2018-08-10,1038,1034,4,685,577,826,708,1295,4470,0,13194,0.0683,0.2358,0.6959,0.2358,0.5222,0.242,332,18959,0,395,3399616,0
2018-08-11,1041,1037,4,619,325,827,708,368,894,0,3587,0.0759,0.1844,0.7397,0.2779,0.4444,0.2777,132,4849,0,395,3404809,0
2018-08-12,1041,1037,4,502,196,827,708,303,285,0,3197,0.0801,0.0753,0.8446,0.4041,0.1556,0.4403,86,3785,0,397,3408702,1
2018-08-13,1044,1040,4,683,487,832,712,642,6453,0,12134,0.0334,0.3356,0.631,0.1998,0.5651,0.2351,296,19229,0,398,3428810,1
2018-08-14,1051,1047,4,726,587,835,716,659,6064,0,15736,0.0293,0.27,0.7007,0.1151,0.6676,0.2173,314,22459,0,398,3452385,6
2018-08-15,1054,1050,4,747,599,828,715,1055,5359,0,14755,0.0498,0.2532,0.697,0.2007,0.5355,0.2638,415,21169,0,397,3473042,1
2018-08-16,1059,1055,4,720,591,826,710,856,5617,0,14968,0.0399,0.262,0.6981,0.1474,0.6141,0.2384,403,21441,0,398,3495663,1
2018-08-17,1065,1061,4,735,601,838,714,880,4995,0,15857,0.0405,0.2298,0.7297,0.2198,0.4933,0.2869,311,21732,0,400,3518667,7
2018-08-18,1069,1065,4,625,340,837,716,277,790,0,3420,0.0617,0.1761,0.7622,0.2926,0.4522,0.2553,90,4487,0,400,3523693,0
2018-08-19,1072,1068,4,489,178,844,717,161,514,0,1485,0.0745,0.238,0.6875,0.4247,0.2916,0.2837,42,2160,0,401,3526115,0
2018-08-20,1075,1071,4,748,550,850,728,397,4227,0,13017,0.0225,0.2396,0.7379,0.193,0.5135,0.2935,246,17641,0,403,3544742,2
2018-08-21,1085,1081,4,739,590,857,732,548,5767,0,14256,0.0266,0.2803,0.693,0.1273,0.6226,0.2501,288,20571,0,402,3566456,0
2018-08-22,1091,1088,3,757,589,868,737,1125,3792,0,16377,0.0528,0.1781,0.7691,0.2509,0.4207,0.3283,373,21294,0,400,3589789,3
2018-08-23,1103,1100,3,752,594,878,740,714,6139,0,16443,0.0306,0.2635,0.7058,0.1445,0.6058,0.2497,299,23296,0,400,3614316,23
2018-08-24,1103,1100,3,793,578,891,768,683,3384,0,13200,0.0396,0.196,0.7645,0.2436,0.4701,0.2863,282,17267,0,401,3632799,2
2018-08-25,1103,1100,3,663,331,889,771,287,825,0,3615,0.0607,0.1745,0.7648,0.3008,0.4372,0.262,66,4727,0,403,3637901,0
2018-08-26,1104,1101,3,536,188,895,773,107,324,0,2310,0.039,0.1182,0.8428,0.3847,0.2152,0.4001,74,2741,0,403,3640991,0
2018-08-27,1105,1102,3,762,609,888,787,1155,5672,0,13568,0.0566,0.2781,0.6653,0.2005,0.6066,0.1929,264,20395,0,404,3662628,1
2018-08-28,1106,1103,3,789,658,887,787,1285,6930,0,15748,0.0536,0.2892,0.6572,0.1698,0.6562,0.174,446,23963,0,406,3687995,0
2018-08-29,1103,1100,3,780,648,886,783,1374,6319,0,15382,0.0595,0.2738,0.6666,0.2393,0.5389,0.2218,384,23075,0,408,3712459,4
2018-08-30,1106,1103,3,801,659,889,779,976,5901,0,14221,0.0463,0.2797,0.674,0.1604,0.6538,0.1858,357,21098,0,410,3734890,3
2018-08-31,1110,1107,3,793,655,888,774,1280,4933,0,15014,0.0603,0.2324,0.7073,0.2563,0.4975,0.2462,378,21227,0,407,3757431,28
2018-09-01,1113,1110,3,658,335,892,776,312,555,0,3726,0.0679,0.1208,0.8112,0.4132,0.2426,0.3442,56,4593,0,407,3762447,0
2018-09-02,1113,1110,3,499,186,888,774,146,237,0,2719,0.0471,0.0764,0.8765,0.3964,0.1603,0.4433,34,3102,0,407,3764949,0
2018-09-03,1113,1110,3,601,231,885,764,231,708,0,2007,0.0784,0.2403,0.6813,0.4339,0.3401,0.226,84,2946,0,408,3768472,2
2018-09-04,1119,1116,3,758,599,887,767,747,4582,0,12796,0.0412,0.2528,0.706,0.1864,0.5788,0.2348,262,18125,0,408,3787712,2
2018-09-05,1122,1119,3,775,634,890,769,1590,5899,0,13893,0.0744,0.2759,0.6498,0.2324,0.5625,0.2051,361,21382,0,410,3810316,1
2018-09-06,1129,1126,3,836,663,900,777,1673,6342,0,16370,0.0686,0.2601,0.6713,0.2199,0.5859,0.1942,399,24385,0,410,3836231,2
2018-09-07,1129,1126,3,797,663,893,767,1030,5180,0,17348,0.0437,0.2199,0.7364,0.1874,0.5445,0.2681,365,23558,0,414,3861238,11
2018-09-08,1134,1131,3,671,362,894,774,257,918,0,5270,0.0399,0.1424,0.8177,0.2484,0.364,0.3876,124,6445,0,415,3868124,0
2018-09-09,1135,1132,3,573,266,896,781,150,609,0,2594,0.0447,0.1816,0.7736,0.3475,0.2896,0.3629,75,3353,0,415,3871563,0
2018-09-10,1135,1132,3,781,592,907,790,1226,6589,0,14535,0.0549,0.2948,0.6503,0.1883,0.5893,0.2224,380,22350,0,415,3895123,5
2018-09-11,1137,1134,3,809,671,908,792,1214,5696,0,15358,0.0545,0.2558,0.6897,0.1925,0.5488,0.2587,372,22268,0,415,3918641,2
2018-09-12,1139,1136,3,830,646,918,796,1407,5239,0,15401,0.0638,0.2376,0.6986,0.2428,0.5124,0.2447,435,22047,0,414,3942045,1
2018-09-13,1143,1140,3,808,649,912,795,1031,5113,0,16262,0.046,0.2282,0.7258,0.1821,0.5607,0.2572,375,22406,0,414,3965602,2
2018-09-14,1155,1152,3,819,680,926,804,1200,5074,0,15907,0.0541,0.2288,0.7171,0.2309,0.51,0.2591,372,22181,0,414,3988966,6
2018-09-15,1163,1160,3,720,401,938,809,317,1913,0,5350,0.0418,0.2524,0.7058,0.2261,0.468,0.3059,123,7580,0,419,3996754,0
2018-09-16,1164,1161,3,557,239,938,811,166,423,0,2088,0.062,0.158,0.78,0.427,0.2547,0.3182,60,2677,0,420,3999502,0
2018-09-17,1166,1163,3,821,623,944,825,1133,3413,0,12717,0.0656,0.1977,0.7367,0.2412,0.4977,0.2611,317,17263,0,421,4017752,3
2018-09-18,1169,1166,3,843,696,948,827,1293,5195,0,14599,0.0613,0.2464,0.6923,0.1904,0.5834,0.2262,349,21087,0,423,4039963,4
2018-09-19,1172,1169,3,835,684,943,827,1734,5970,0,15862,0.0736,0.2533,0.6731,0.2201,0.5737,0.2062,469,23566,0,424,4064802,10
2018-09-20,1172,1169,3,845,687,940,821,1901,6015,0,17121,0.0759,0.2402,0.6838,0.2532,0.5127,0.2342,435,25037,0,426,4091153,4
2018-09-21,1176,1173,3,838,678,944,822,1163,5896,0,16969,0.0484,0.2454,0.7062,0.1869,0.5686,0.2445,332,24028,0,427,4116170,6
2018-09-22,1181,1178,3,746,393,950,822,601,1313,0,5496,0.0811,0.1772,0.7417,0.3252,0.3921,0.2826,143,7410,0,430,4123824,3
2018-09-23,1185,1182,3,570,231,951,827,170,678,0,1874,0.0625,0.2491,0.6885,0.4202,0.2378,0.342,55,2722,0,430,4126562,1
2018-09-24,1185,1182,3,876,579,964,822,746,3036,0,14027,0.0419,0.1705,0.7876,0.2373,0.4336,0.3292,318,17809,0,430,4145571,8
2018-09-25,1192,1189,3,835,666,968,819,934,5158,0,15967,0.0423,0.2338,0.7238,0.1606,0.5644,0.275,364,22059,0,432,4168701,5
2018-09-26,1196,1193,3,832,656,966,812,1494,3749,0,16503,0.0687,0.1724,0.7589,0.2635,0.4049,0.3316,407,21746,0,436,4191587,6
2018-09-27,1198,1195,3,837,680,969,809,1183,6057,0,18775,0.0455,0.2328,0.7217,0.1623,0.5759,0.2618,420,26015,0,441,4218909,4
2018-09-28,1205,1201,4,831,604,972,839,1051,4098,0,13387,0.0567,0.2211,0.7222,0.2101,0.4845,0.3054,300,18536,0,446,4238313,8
2018-09-29,1210,1206,4,707,402,973,840,636,1132,0,5375,0.089,0.1585,0.7525,0.3216,0.346,0.3323,117,7143,0,447,4245781,0
2018-09-30,1210,1206,4,585,232,974,843,149,166,0,2799,0.0478,0.0533,0.8988,0.3899,0.1353,0.4747,58,3114,0,448,4248990,0
2018-10-01,1209,1205,4,823,650,964,844,1581,4802,0,14244,0.0766,0.2328,0.6906,0.2353,0.5519,0.2129,327,20627,0,449,4270592,12
2018-10-02,1217,1213,4,894,730,977,848,1544,5445,0,17332,0.0635,0.2239,0.7126,0.2335,0.5223,0.2442,496,24321,0,450,4296417,8
2018-10-03,1222,1218,4,908,732,984,853,1645,5163,0,16887,0.0694,0.2179,0.7127,0.2635,0.5148,0.2216,510,23695,0,452,4321502,9
2018-10-04,1229,1224,5,879,736,996,857,1998,5792,0,18237,0.0768,0.2225,0.7007,0.2599,0.4787,0.2614,561,26027,0,452,4349089,9
2018-10-05,1233,1228,5,898,711,1000,858,1736,5152,0,16889,0.073,0.2167,0.7103,0.3483,0.44,0.2116,400,23777,0,453,4374174,7
2018-10-06,1241,1236,5,755,437,1009,862,432,957,0,5378,0.0638,0.1414,0.7947,0.3372,0.328,0.3348,120,6767,0,455,4381327,0
2018-10-07,1242,1237,5,601,223,1007,862,201,417,0,2649,0.0615,0.1276,0.8108,0.4065,0.1783,0.4152,57,3267,0,455,4384580,2
2018-10-08,1248,1243,5,833,385,1015,866,353,503,0,5584,0.0548,0.0781,0.8671,0.4353,0.187,0.3777,84,6440,0,455,4391230,6
2018-10-09,1250,1245,5,897,640,1021,872,1439,4015,0,14679,0.0715,0.1994,0.7291,0.3093,0.4513,0.2394,424,20133,0,456,4412636,5
2018-10-10,1255,1250,5,898,717,1025,876,1430,5727,0,16312,0.0609,0.244,0.695,0.2541,0.4969,0.249,458,23469,0,457,4437575,6
2018-10-11,1263,1258,5,896,711,1024,873,1612,4861,0,19005,0.0633,0.1908,0.7459,0.2573,0.4883,0.2544,487,25478,0,457,4461400,6
2018-10-12,1268,1263,5,909,743,1022,879,1364,4497,0,21131,0.0505,0.1666,0.7829,0.2868,0.3969,0.3164,473,26992,0,459,4489719,10
2018-10-13,1268,1263,5,746,415,1019,879,629,1341,0,5820,0.0807,0.1721,0.7471,0.3251,0.318,0.3569,141,7790,0,460,4497955,3
2018-10-14,1269,1264,5,585,255,1019,881,228,492,0,2894,0.0631,0.1361,0.8008,0.3751,0.2047,0.4201,80,3614,0,462,4501600,0
2018-10-15,1270,1265,5,843,636,1018,888,1517,4496,0,12874,0.0803,0.238,0.6816,0.2796,0.4953,0.2251,338,18887,0,465,4521407,9
2018-10-16,1271,1266,5,887,710,1013,887,1177,3899,0,16375,0.0549,0.1818,0.7634,0.2626,0.4501,0.2872,400,21451,0,466,4544214,9
2018-10-17,1278,1273,5,884,702,1017,880,1409,5157,0,15563,0.0637,0.233,0.7033,0.2416,0.5307,0.2277,533,22129,0,467,4567761,10
2018-10-18,1283,1278,5,889,690,1009,879,1622,4865,0,19943,0.0614,0.1841,0.7546,0.2865,0.4094,0.3042,458,26430,0,469,4595488,7
2018-10-19,1286,1281,5,882,720,1010,878,1014,4143,0,18174,0.0435,0.1776,0.779,0.2343,0.4776,0.2881,374,23331,0,472,4620043,8
2018-10-20,1292,1287,5,750,419,1019,882,710,1233,0,5836,0.0913,0.1585,0.7502,0.3486,0.3382,0.3132,167,7779,0,475,4628344,0
2018-10-21,1295,1290,5,597,224,1027,884,310,270,0,2869,0.0899,0.0783,0.8318,0.4767,0.1279,0.3954,92,3449,0,466,4631879,1
2018-10-22,1296,1291,5,850,620,1026,890,1436,3354,0,13473,0.0786,0.1837,0.7377,0.3488,0.4106,0.2406,342,18263,0,468,4651137,8
2018-10-23,1301,1295,6,949,726,1044,897,1389,4874,0,17898,0.0575,0.2017,0.7408,0.2595,0.4964,0.2441,419,24161,0,471,4676653,11
2018-10-24,1309,1303,6,893,682,1043,888,1751,3965,0,16395,0.0792,0.1793,0.7415,0.2906,0.4338,0.2756,451,22111,0,473,4700211,8
2018-10-25,1312,1306,6,894,703,1049,891,2568,5718,0,16873,0.1021,0.2273,0.6707,0.3097,0.4814,0.209,484,25159,0,472,4726620,11
2018-10-26,1328,1322,6,909,692,1060,886,1824,3851,0,17778,0.0778,0.1642,0.758,0.323,0.3784,0.2986,509,23453,0,473,4751409,7
2018-10-27,1342,1336,6,738,388,1063,889,980,784,0,4265,0.1625,0.13,0.7074,0.4666,0.2617,0.2716,112,6029,0,473,4757772,3
2018-10-28,1346,1340,6,650,245,1072,896,282,188,0,3478,0.0714,0.0476,0.881,0.4877,0.1376,0.3747,89,3948,0,473,4761866,1
2018-10-29,1338,1332,6,892,640,1081,904,1180,2859,0,15798,0.0595,0.1441,0.7964,0.2674,0.384,0.3486,381,19837,0,474,4782807,8
2018-10-30,1339,1334,5,922,715,1067,899,1933,3761,0,18871,0.0787,0.1531,0.7682,0.3381,0.3416,0.3203,416,24565,0,476,4808646,5
2018-10-31,1329,1324,5,922,719,1067,910,1483,5021,0,19182,0.0577,0.1955,0.7468,0.2846,0.4583,0.2571,503,25686,0,485,4835635,5
